game_id,school,sport,start_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance,venue,excitement_index
879,michigan-state,basketball,2016-03-05 12:00:00,regular,ohio state,1,91,76,0,2,,2016-03-05 22:00:00,,,
880,michigan-state,basketball,2016-03-11 18:30:00,CTOURN,ohio state,1,81,54,0,2,,2016-03-12 04:30:00,,,
881,michigan-state,basketball,2016-03-12 15:30:00,CTOURN,maryland (18),1,64,61,0,2,18.0,2016-03-13 01:30:00,,,
882,michigan-state,basketball,2016-03-13 15:00:00,CTOURN,purdue (13),1,66,62,0,2,13.0,2016-03-14 01:00:00,,,
883,michigan-state,basketball,2016-03-18 14:45:00,NCAA,middle tennessee,0,81,90,0,,,2016-03-19 00:45:00,,,
884,michigan-state,basketball,2016-11-11 19:00:00,regular,arizona (10),0,63,65,0,12,10.0,2016-11-12 05:00:00,,,
885,michigan-state,basketball,2016-11-15 19:00:00,regular,kentucky (2),0,48,69,0,13,2.0,2016-11-16 05:00:00,,,
886,michigan-state,basketball,2016-11-18 19:00:00,regular,mississippi valley state,1,100,53,0,13,,2016-11-19 05:00:00,,,
887,michigan-state,basketball,2016-11-20 19:00:00,regular,florida gulf coast,1,78,77,0,13,,2016-11-21 05:00:00,,,
888,michigan-state,basketball,2016-11-23 19:00:00,regular,st. john's (ny),1,73,62,0,24,,2016-11-24 05:00:00,,,
889,michigan-state,basketball,2016-11-24 12:00:00,regular,baylor (20),0,58,73,0,24,20.0,2016-11-24 22:00:00,,,
890,michigan-state,basketball,2016-11-25 13:00:00,regular,wichita state,1,77,72,0,24,,2016-11-25 23:00:00,,,
891,michigan-state,basketball,2016-11-29 21:30:00,regular,duke (5),0,69,78,0,-,5.0,2016-11-30 07:30:00,,,
892,michigan-state,basketball,2016-12-03 16:30:00,regular,oral roberts,1,80,76,0,-,,2016-12-04 02:30:00,,,
893,michigan-state,basketball,2016-12-06 19:00:00,regular,youngstown state,1,77,57,0,-,,2016-12-07 05:00:00,,,
894,michigan-state,basketball,2016-12-10 14:00:00,regular,tennessee tech,1,71,63,0,-,,2016-12-11 00:00:00,,,
895,michigan-state,basketball,2016-12-18 19:00:00,regular,northeastern,0,73,81,0,-,,2016-12-19 05:00:00,,,
896,michigan-state,basketball,2016-12-21 19:00:00,regular,oakland,1,77,65,0,-,,2016-12-22 05:00:00,,,
897,michigan-state,basketball,2016-12-27 21:00:00,regular,minnesota,1,75,74,1,-,,2016-12-28 07:00:00,,,
898,michigan-state,basketball,2016-12-30 18:00:00,regular,northwestern,1,61,52,0,-,,2016-12-31 04:00:00,,,
899,michigan-state,basketball,2017-01-04 18:30:00,regular,rutgers,1,93,65,0,-,,2017-01-05 04:30:00,,,
900,michigan-state,basketball,2017-01-07 13:00:00,regular,penn state,0,63,72,0,-,,2017-01-07 23:00:00,,,
901,michigan-state,basketball,2017-01-11 19:00:00,regular,minnesota (24),1,65,47,0,-,24.0,2017-01-12 05:00:00,,,
902,michigan-state,basketball,2017-01-15 13:30:00,regular,ohio state,0,67,72,0,-,,2017-01-15 23:30:00,,,
903,michigan-state,basketball,2017-01-21 16:00:00,regular,indiana,0,75,82,0,-,,2017-01-22 02:00:00,,,
904,michigan-state,basketball,2017-01-24 19:00:00,regular,purdue (20),0,73,84,0,-,20.0,2017-01-25 05:00:00,,,
905,michigan-state,basketball,2017-01-29 13:00:00,regular,michigan,1,70,62,0,-,,2017-01-29 23:00:00,,,
906,michigan-state,basketball,2017-02-02 19:00:00,regular,nebraska,1,72,61,0,-,,2017-02-03 05:00:00,,,
907,michigan-state,basketball,2017-02-07 21:00:00,regular,michigan,0,57,86,0,-,,2017-02-08 07:00:00,,,
908,michigan-state,basketball,2017-02-11 18:00:00,regular,iowa,1,77,66,0,-,,2017-02-12 04:00:00,,,
909,michigan-state,basketball,2017-02-14 21:00:00,regular,ohio state,1,74,66,0,-,,2017-02-15 07:00:00,,,
910,michigan-state,basketball,2017-02-18 16:00:00,regular,purdue (16),0,63,80,0,-,16.0,2017-02-19 02:00:00,,,
911,michigan-state,basketball,2017-02-23 19:00:00,regular,nebraska,1,88,72,0,-,,2017-02-24 05:00:00,,,
912,michigan-state,basketball,2017-02-26 16:00:00,regular,wisconsin (16),1,84,74,0,-,16.0,2017-02-27 02:00:00,,,
913,michigan-state,basketball,2017-03-01 21:00:00,regular,illinois,0,70,73,0,-,,2017-03-02 07:00:00,,,
914,michigan-state,basketball,2017-03-04 14:00:00,regular,maryland,0,60,63,0,-,,2017-03-05 00:00:00,,,
915,michigan-state,basketball,2017-03-09 14:30:00,CTOURN,penn state,1,78,51,0,-,,2017-03-10 00:30:00,,,
916,michigan-state,basketball,2017-03-10 14:30:00,CTOURN,minnesota,0,58,63,0,-,,2017-03-11 00:30:00,,,
917,michigan-state,basketball,2017-03-17 21:20:00,NCAA,miami (fl),1,78,58,0,,,2017-03-18 07:20:00,,,
918,michigan-state,basketball,2017-03-19 17:15:00,NCAA,kansas (3),0,70,90,0,,3.0,2017-03-20 03:15:00,,,
919,michigan-state,basketball,2017-11-10 20:00:00,regular,north florida,1,98,66,0,2,,2017-11-11 06:00:00,,,
920,michigan-state,basketball,2017-11-14 19:00:00,regular,duke (1),0,81,88,0,2,1.0,2017-11-15 05:00:00,,,
921,michigan-state,basketball,2017-11-19 16:00:00,regular,stony brook,1,93,71,0,2,,2017-11-20 02:00:00,,,
922,michigan-state,basketball,2017-11-23 23:30:00,regular,depaul,1,73,51,0,4,,2017-11-24 09:30:00,,,
923,michigan-state,basketball,2017-11-25 00:00:00,regular,connecticut,1,77,57,0,4,,2017-11-25 10:00:00,,,
924,michigan-state,basketball,2017-11-26 20:30:00,regular,north carolina (9),1,63,45,0,4,9.0,2017-11-27 06:30:00,,,
925,michigan-state,basketball,2017-11-30 19:00:00,regular,notre dame (5),1,81,63,0,3,5.0,2017-12-01 05:00:00,,,
926,michigan-state,basketball,2017-12-03 16:30:00,regular,nebraska,1,86,57,0,3,,2017-12-04 02:30:00,,,
927,michigan-state,basketball,2017-12-05 19:00:00,regular,rutgers,1,62,52,0,3,,2017-12-06 05:00:00,,,
928,michigan-state,basketball,2017-12-09 18:00:00,regular,southern utah,1,88,63,0,3,,2017-12-10 04:00:00,,,
929,michigan-state,basketball,2017-12-16 14:30:00,regular,oakland,1,86,73,0,2,,2017-12-17 00:30:00,,,
930,michigan-state,basketball,2017-12-18 18:00:00,regular,houston baptist,1,107,62,0,2,,2017-12-19 04:00:00,,,
931,michigan-state,basketball,2017-12-21 19:00:00,regular,long beach state,1,102,60,0,2,,2017-12-22 05:00:00,,,
932,michigan-state,basketball,2017-12-29 18:00:00,regular,cleveland state,1,111,61,0,2,,2017-12-30 04:00:00,,,
933,michigan-state,basketball,2017-12-31 12:00:00,regular,savannah state,1,108,52,0,2,,2017-12-31 22:00:00,,,
934,michigan-state,basketball,2018-01-04 20:00:00,regular,maryland,1,91,61,0,1,,2018-01-05 06:00:00,,,
935,michigan-state,basketball,2018-01-07 16:30:00,regular,ohio state,0,64,80,0,1,,2018-01-08 02:30:00,,,
936,michigan-state,basketball,2018-01-10 19:00:00,regular,rutgers,1,76,72,1,4,,2018-01-11 05:00:00,,,
937,michigan-state,basketball,2018-01-13 12:00:00,regular,michigan,0,72,82,0,4,,2018-01-13 22:00:00,,,
938,michigan-state,basketball,2018-01-19 19:00:00,regular,indiana,1,85,57,0,9,,2018-01-20 05:00:00,,,
939,michigan-state,basketball,2018-01-22 21:00:00,regular,illinois,1,87,74,0,6,,2018-01-23 07:00:00,,,
940,michigan-state,basketball,2018-01-26 20:00:00,regular,wisconsin,1,76,61,0,6,,2018-01-27 06:00:00,,,
941,michigan-state,basketball,2018-01-28 13:00:00,regular,maryland,1,74,68,0,6,,2018-01-28 23:00:00,,,
942,michigan-state,basketball,2018-01-31 18:30:00,regular,penn state,1,76,68,0,5,,2018-02-01 04:30:00,,,
943,michigan-state,basketball,2018-02-03 20:20:00,regular,indiana,1,63,60,0,5,,2018-02-04 06:20:00,,,
944,michigan-state,basketball,2018-02-06 21:00:00,regular,iowa,1,96,93,0,4,,2018-02-07 07:00:00,,,
945,michigan-state,basketball,2018-02-10 16:00:00,regular,purdue (3),1,68,65,0,4,3.0,2018-02-11 02:00:00,,,
946,michigan-state,basketball,2018-02-13 21:00:00,regular,minnesota,1,87,57,0,2,,2018-02-14 07:00:00,,,
947,michigan-state,basketball,2018-02-17 14:00:00,regular,northwestern,1,65,60,0,2,,2018-02-18 00:00:00,,,
948,michigan-state,basketball,2018-02-20 19:00:00,regular,illinois,1,81,61,0,2,,2018-02-21 05:00:00,,,
949,michigan-state,basketball,2018-02-25 13:00:00,regular,wisconsin,1,68,63,0,2,,2018-02-25 23:00:00,,,
950,michigan-state,basketball,2018-03-02 12:00:00,CTOURN,wisconsin,1,63,60,0,2,,2018-03-02 22:00:00,,,
951,michigan-state,basketball,2018-03-03 14:00:00,CTOURN,michigan (15),0,64,75,0,2,15.0,2018-03-04 00:00:00,,,
952,michigan-state,basketball,2018-03-16 19:10:00,NCAA,bucknell,1,82,78,0,,,2018-03-17 05:10:00,,,
953,michigan-state,basketball,2018-03-18 14:40:00,NCAA,syracuse,0,53,55,0,,,2018-03-19 00:40:00,,,
954,michigan-state,basketball,2018-11-06 19:00:00,regular,kansas (1),0,87,92,0,10,1.0,2018-11-07 05:00:00,,,
955,michigan-state,basketball,2018-11-11 18:00:00,regular,florida gulf coast,1,106,82,0,10,,2018-11-12 04:00:00,,,
956,michigan-state,basketball,2018-11-14 19:00:00,regular,louisiana-monroe,1,80,59,0,11,,2018-11-15 05:00:00,,,
957,michigan-state,basketball,2018-11-18 18:00:00,regular,tennessee tech,1,101,33,0,11,,2018-11-19 04:00:00,,,
958,michigan-state,basketball,2018-11-22 22:00:00,regular,ucla (17),1,87,67,0,11,17.0,2018-11-23 08:00:00,,,
959,michigan-state,basketball,2018-11-23 18:30:00,regular,texas,1,78,68,0,11,,2018-11-24 04:30:00,,,
960,michigan-state,basketball,2018-11-27 19:30:00,regular,louisville,0,78,82,1,9,,2018-11-28 05:30:00,,,
961,michigan-state,basketball,2018-11-30 18:00:00,regular,rutgers,1,78,67,0,9,,2018-12-01 04:00:00,,,
962,michigan-state,basketball,2018-12-03 18:30:00,regular,iowa (18),1,90,68,0,10,18.0,2018-12-04 04:30:00,,,
963,michigan-state,basketball,2018-12-08 12:00:00,regular,florida,1,63,59,0,10,,2018-12-08 22:00:00,,,
964,michigan-state,basketball,2018-12-16 17:00:00,regular,green bay,1,104,83,0,9,,2018-12-17 03:00:00,,,
965,michigan-state,basketball,2018-12-21 19:00:00,regular,oakland,1,99,69,0,10,,2018-12-22 05:00:00,,,
966,michigan-state,basketball,2018-12-29 14:00:00,regular,northern illinois,1,88,60,0,8,,2018-12-30 00:00:00,,,
967,michigan-state,basketball,2019-01-02 20:30:00,regular,northwestern,1,81,55,0,8,,2019-01-03 06:30:00,,,
968,michigan-state,basketball,2019-01-05 12:00:00,regular,ohio state (14),1,86,77,0,8,14.0,2019-01-05 22:00:00,,,
969,michigan-state,basketball,2019-01-08 21:00:00,regular,purdue,1,77,59,0,6,,2019-01-09 07:00:00,,,
970,michigan-state,basketball,2019-01-13 16:30:00,regular,penn state,1,71,56,0,6,,2019-01-14 02:30:00,,,
971,michigan-state,basketball,2019-01-17 20:00:00,regular,nebraska,1,70,64,0,6,,2019-01-18 06:00:00,,,
972,michigan-state,basketball,2019-01-21 18:30:00,regular,maryland (13),1,69,55,0,6,13.0,2019-01-22 04:30:00,,,
973,michigan-state,basketball,2019-01-24 19:00:00,regular,iowa (19),1,82,67,0,6,19.0,2019-01-25 05:00:00,,,
974,michigan-state,basketball,2019-01-27 13:00:00,regular,purdue,0,63,73,0,6,,2019-01-27 23:00:00,,,
975,michigan-state,basketball,2019-02-02 18:00:00,regular,indiana,0,75,79,1,6,,2019-02-03 04:00:00,,,
976,michigan-state,basketball,2019-02-05 19:00:00,regular,illinois,0,74,79,0,9,,2019-02-06 05:00:00,,,
977,michigan-state,basketball,2019-02-09 14:00:00,regular,minnesota,1,79,55,0,9,,2019-02-10 00:00:00,,,
978,michigan-state,basketball,2019-02-12 19:00:00,regular,wisconsin (20),1,67,59,0,11,20.0,2019-02-13 05:00:00,,,
979,michigan-state,basketball,2019-02-17 13:00:00,regular,ohio state,1,62,44,0,11,,2019-02-17 23:00:00,,,
980,michigan-state,basketball,2019-02-20 18:30:00,regular,rutgers,1,71,60,0,10,,2019-02-21 04:30:00,,,
981,michigan-state,basketball,2019-02-24 15:45:00,regular,michigan (7),1,77,70,0,10,7.0,2019-02-25 01:45:00,,,
982,michigan-state,basketball,2019-03-02 12:00:00,regular,indiana,0,62,63,0,6,,2019-03-02 22:00:00,,,
983,michigan-state,basketball,2019-03-05 19:00:00,regular,nebraska,1,91,76,0,9,,2019-03-06 05:00:00,,,
984,michigan-state,basketball,2019-03-09 20:00:00,regular,michigan (7),1,75,63,0,9,7.0,2019-03-10 06:00:00,,,
985,michigan-state,basketball,2019-03-15 12:30:00,CTOURN,ohio state,1,77,70,0,6,,2019-03-15 22:30:00,,,
986,michigan-state,basketball,2019-03-16 13:00:00,CTOURN,wisconsin (19),1,67,55,0,6,19.0,2019-03-16 23:00:00,,,
987,michigan-state,basketball,2019-03-17 15:30:00,CTOURN,michigan (10),1,65,60,0,6,10.0,2019-03-18 01:30:00,,,
988,michigan-state,basketball,2019-03-21 14:45:00,NCAA,bradley,1,76,65,0,,,2019-03-22 00:45:00,,,
989,michigan-state,basketball,2019-03-23 19:45:00,NCAA,minnesota,1,70,50,0,,,2019-03-24 05:45:00,,,
990,michigan-state,basketball,2019-03-29 19:00:00,NCAA,louisiana state (12),1,80,63,0,,12.0,2019-03-30 05:00:00,,,
991,michigan-state,basketball,2019-03-31 17:05:00,NCAA,duke (1),1,68,67,0,,1.0,2019-04-01 03:05:00,,,
992,michigan-state,basketball,2019-04-06 20:49:00,NCAA,texas tech (9),0,51,61,0,,9.0,2019-04-07 06:49:00,,,
